ACCT,TIPO,BUDGET,COST TO DATE,REF,Etapa,VARIANCE
3403-008,Below the Line,0,0.0,Detalle,,0.0
3403-009,Below the Line,31500,42000.0,Detalle,SOFT,-10500.0
3403-010,Below the Line,101250,94500.0,Detalle,PREP,6750.0
3403-011,Below the Line,78750,73500.0,Detalle,SHOOT,5250.0
3403-014,Below the Line,0,0.0,Detalle,,0.0
3403-015,Below the Line,90000,94500.0,Detalle,PREP,-4500.0
3403-016,Below the Line,70000,73500.0,Detalle,SHOOT,-3500.0
3403-019,Below the Line,0,0.0,Detalle,,0.0
3403-020,Below the Line,40000,40000.0,Detalle,PREP,0.0
3403-023,Below the Line,0,0.0,Detalle,,0.0
3403-024,Below the Line,8000,8000.0,Detalle,PREP,0.0
3403-025,Below the Line,56000,56000.0,Detalle,SHOOT,0.0
3403-028,Below the Line,0,0.0,Detalle,,0.0
3403-029,Below the Line,10500,0.0,Detalle,SHOOT,10500.0
3403-032,Below the Line,0,0.0,Detalle,,0.0
3403-033,Below the Line,6000,16500.0,Detalle,SHOOT,-10500.0
3403-036,Below the Line,0,0.0,Detalle,,0.0
3403-037,Below the Line,8000,8500.0,Detalle,2nd Unit,-500.0
3403-038,Below the Line,16000,19940.0,Detalle,2nd Unit,-3940.0
3407-002,Below the Line,0,0.0,Detalle,,0.0
3407-004,Below the Line,0,0.0,Detalle,,0.0
3407-005,Below the Line,199500,218350.0,Detalle,SHOOT,-18850.0
3407-006,Below the Line,5700,4200.0,Detalle,SHOOT,1500.0
3407-007,Below the Line,39900,37550.0,Detalle,SHOOT,2350.0
3407-010,Below the Line,0,0.0,Detalle,,0.0
3407-011,Below the Line,57000,38700.0,Detalle,2nd Unit,18300.0
3407-012,Below the Line,3800,2850.0,Detalle,2nd Unit,950.0
3407-013,Below the Line,11400,11400.0,Detalle,2nd Unit,0.0
3408-002,Below the Line,0,0.0,Detalle,,0.0
3408-003,Below the Line,100000,65000.0,Detalle,SHOOT,35000.0
3410-002,Below the Line,0,0.0,Detalle,,0.0
3410-003,Below the Line,682500,740941.71,Detalle,SHOOT,-58441.70999999996
3410-004,Below the Line,327600,286661.22,Detalle,SHOOT,40938.78000000003
3410-005,Below the Line,1037400,1051555.91,Detalle,SHOOT,-14155.909999999916
3410-006,Below the Line,491400,504278.14999999997,Detalle,SHOOT,-12878.149999999965
3410-007,Below the Line,491400,504278.14999999997,Detalle,SHOOT,-12878.149999999965
3410-008,Below the Line,123500,167090.27,Detalle,SHOOT,-43590.26999999999
3410-011,Below the Line,0,0.0,Detalle,,0.0
3410-012,Below the Line,100000,93998.672,Detalle,SHOOT,6001.327999999994
3410-013,Below the Line,693750,794524.4,Detalle,SHOOT,-100774.40000000002
3410-016,Below the Line,0,0.0,Detalle,,0.0
3410-017,Below the Line,165000,163652.75,Detalle,2nd Unit,1347.25
3410-018,Below the Line,79200,125380.26000000001,Detalle,2nd Unit,-46180.26000000001
3410-019,Below the Line,250800,218905.02,Detalle,2nd Unit,31894.98000000001
3410-020,Below the Line,118800,120712.5,Detalle,2nd Unit,-1912.5
3410-021,Below the Line,118800,120712.5,Detalle,2nd Unit,-1912.5
3410-022,Below the Line,20900,0.0,Detalle,2nd Unit,20900.0
3412-002,Below the Line,0,0.0,Detalle,,0.0
3412-003,Below the Line,22370,56016.346000000005,Detalle,SHOOT,-33646.346000000005
3412-006,Below the Line,0,0.0,Detalle,,0.0
3412-007,Below the Line,500000,510500.0,Detalle,SHOOT,-10500.0
3412-010,Below the Line,0,0.0,Detalle,,0.0
3412-011,Below the Line,571000,571000.0,Detalle,SHOOT,0.0
3412-014,Below the Line,0,0.0,Detalle,,0.0
3412-015,Below the Line,700000,700000.0,Detalle,SHOOT,0.0
3412-018,Below the Line,0,0.0,Detalle,,0.0
3412-019,Below the Line,75000,75000.0,Detalle,SHOOT,0.0
3412-022,Below the Line,0,0.0,Detalle,,0.0
3412-023,Below the Line,15000,70000.0,Detalle,SHOOT,-55000.0
3412-026,Below the Line,0,0.0,Detalle,,0.0
3412-027,Below the Line,30000,140000.0,Detalle,SHOOT,-110000.0
3412-030,Below the Line,0,0.0,Detalle,,0.0
3412-031,Below the Line,25000,60000.0,Detalle,SHOOT,-35000.0
3412-034,Below the Line,0,0.0,Detalle,,0.0
3412-035,Below the Line,77586.21,77586.21,Detalle,SHOOT,0.0
3412-038,Below the Line,0,0.0,Detalle,,0.0
3412-039,Below the Line,58189.66,0.0,Detalle,SHOOT,58189.66
3412-042,Below the Line,0,0.0,Detalle,,0.0
3412-043,Below the Line,370272,429685.0,Detalle,SHOOT,-59413.0
3412-046,Below the Line,0,0.0,Detalle,,0.0
3412-047,Below the Line,30000,15000.0,Detalle,SHOOT,15000.0
3412-050,Below the Line,0,0.0,Detalle,,0.0
3412-051,Below the Line,40000,15000.0,Detalle,SHOOT,25000.0
3412-054,Below the Line,0,0.0,Detalle,,0.0
3412-055,Below the Line,25000,20000.0,Detalle,SHOOT,5000.0
3412-058,Below the Line,0,0.0,Detalle,,0.0
3412-059,Below the Line,45000,45000.0,Detalle,SHOOT,0.0
3412-062,Below the Line,0,0.0,Detalle,,0.0
3412-063,Below the Line,45000,51750.0,Detalle,SHOOT,-6750.0
3412-066,Below the Line,0,0.0,Detalle,,0.0
3412-067,Below the Line,100000,80000.0,Detalle,SHOOT,20000.0
3412-070,Below the Line,0,0.0,Detalle,,0.0
3412-071,Below the Line,150000,157000.0,Detalle,SHOOT,-7000.0
3412-074,Below the Line,0,0.0,Detalle,,0.0
3412-075,Below the Line,125000,125000.0,Detalle,SHOOT,0.0
3412-078,Below the Line,0,0.0,Detalle,,0.0
3412-079,Below the Line,60000,45000.0,Detalle,SHOOT,15000.0
3412-082,Below the Line,0,0.0,Detalle,,0.0
3412-083,Below the Line,30000,0.0,Detalle,SHOOT,30000.0
3412-086,Below the Line,0,0.0,Detalle,,0.0
3412-087,Below the Line,300000,300000.0,Detalle,SHOOT,0.0
3412-090,Below the Line,0,0.0,Detalle,,0.0
3412-091,Below the Line,50000,25000.0,Detalle,SHOOT,25000.0
3412-094,Below the Line,0,0.0,Detalle,,0.0
3412-095,Below the Line,25000,35000.0,Detalle,SHOOT,-10000.0
3412-098,Below the Line,0,0.0,Detalle,,0.0
3412-099,Below the Line,55000,50000.0,Detalle,SHOOT,5000.0
3412-102,Below the Line,0,0.0,Detalle,,0.0
3412-103,Below the Line,60000,40000.0,Detalle,SHOOT,20000.0
3412-106,Below the Line,0,0.0,Detalle,,0.0
3412-107,Below the Line,56187.5,58000.0,Detalle,SHOOT,-1812.5
3412-110,Below the Line,0,0.0,Detalle,,0.0
3412-111,Below the Line,15000,102830.72,Detalle,SHOOT,-87830.72
3412-114,Below the Line,0,0.0,Detalle,,0.0
3412-115,Below the Line,10000,8620.71,Detalle,SHOOT,1379.2900000000009
3412-118,Below the Line,0,0.0,Detalle,,0.0
3412-119,Below the Line,30000,0.0,Detalle,SHOOT,30000.0
3412-122,Below the Line,0,0.0,Detalle,,0.0
3412-123,Below the Line,5000,0.0,Detalle,SHOOT,5000.0
3412-126,Below the Line,0,0.0,Detalle,,0.0
3412-127,Below the Line,2701500,2155.17,Detalle,ALL SHOW,2699344.83
3412-130,Below the Line,0,0.0,Detalle,,0.0
3412-131,Below the Line,147000,89280.34,Detalle,SHOOT,57719.66
3412-132,Below the Line,147000,144979.03,Detalle,SHOOT,2020.9700000000012
3412-133,Below the Line,42000,42975.71,Detalle,2nd Unit,-975.7099999999991
3412-134,Below the Line,42000,60000.0,Detalle,2nd Unit,-18000.0
3412-137,Below the Line,0,0.0,Detalle,,0.0
3412-138,Below the Line,50000,31867.38,Detalle,SHOOT,18132.62
3412-139,Below the Line,50000,35811.21,Detalle,2nd Unit,14188.79
3416-002,Below the Line,0,0.0,Detalle,,0.0
3416-003,Below the Line,3000,3000.0,Detalle,PREP,0.0
3416-004,Below the Line,70000,86000.0,Detalle,SHOOT,-16000.0
3416-005,Below the Line,0,0.0,Detalle,WRAP,0.0
3416-008,Below the Line,0,0.0,Detalle,,0.0
3416-009,Below the Line,3000,0.0,Detalle,2nd Unit,3000.0
3416-010,Below the Line,20000,24000.0,Detalle,2nd Unit,-4000.0
3416-011,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3416-014,Below the Line,0,0.0,Detalle,,0.0
3416-015,Below the Line,16000,2587.078,Detalle,ALL SHOW,13412.922
3442-002,Below the Line,0,0.0,Detalle,,0.0
3442-004,Below the Line,0,0.0,Detalle,,0.0
3442-005,Below the Line,51840,51866.34,Detalle,PREP,-26.339999999996508
3442-006,Below the Line,175000,139772.89,Detalle,SHOOT,35227.109999999986
3442-007,Below the Line,45000,42225.87,Detalle,WRAP,2774.1299999999974
3442-010,Below the Line,0,0.0,Detalle,,0.0
3442-011,Below the Line,5880,0.0,Detalle,SHOOT,5880.0
3442-014,Below the Line,0,0.0,Detalle,,0.0
3442-015,Below the Line,6480,2014.0900000000001,Detalle,PREP,4465.91
3442-016,Below the Line,5880,10841.0,Detalle,SHOOT,-4961.0
3442-019,Below the Line,0,0.0,Detalle,,0.0
3442-020,Below the Line,11760,0.0,Detalle,SHOOT,11760.0
3442-023,Below the Line,0,0.0,Detalle,,0.0
3442-024,Below the Line,32400,41754.369999999995,Detalle,PREP,-9354.369999999995
3442-025,Below the Line,287280,395099.49,Detalle,SHOOT,-107819.48999999999
3442-028,Below the Line,0,0.0,Detalle,,0.0
3442-029,Below the Line,38880,77054.31,Detalle,2nd Unit,-38174.31
3442-032,Below the Line,0,0.0,Detalle,,0.0
3442-033,Below the Line,16200,16200.0,Detalle,PREP,0.0
3442-034,Below the Line,113400,152640.0,Detalle,SHOOT,-39240.0
3442-037,Below the Line,0,0.0,Detalle,,0.0
3442-038,Below the Line,17280,17280.0,Detalle,2nd Unit,0.0
3442-040,Below the Line,,1156.86,Detalle,2nd Unit,
3480-002,Below the Line,0,0.0,Detalle,,0.0
3480-003,Below the Line,52500,47100.0,Detalle,SHOOT,5400.0
3480-006,Below the Line,0,0.0,Detalle,,0.0
3480-007,Below the Line,15000,15000.0,Detalle,2nd Unit,0.0
3480-010,Below the Line,0,0.0,Detalle,,0.0
3480-011,Below the Line,12500,10500.0,Detalle,SHOOT,2000.0
3485-002,Below the Line,0,0.0,Detalle,,0.0
3485-003,Below the Line,60000,86372.75,Detalle,SHOOT,-26372.75
3498-002,Below the Line,0,0.0,Detalle,,0.0
3498-003,Below the Line,400000,360170.23,Detalle,ALL SHOW,39829.77000000002
3583-002,Below the Line,0,0.0,Detalle,,0.0
3583-003,Below the Line,120000,90000.0,Detalle,SHOOT,30000.0
3583-004,Below the Line,161000,209000.0,Detalle,SHOOT,-48000.0
3601-002,Below the Line,0,0.0,Detalle,,0.0
3601-003,Below the Line,24000,24000.0,Detalle,PREP,0.0
3601-004,Below the Line,56000,56000.0,Detalle,SHOOT,0.0
3601-005,Below the Line,16000,16000.0,Detalle,WRAP,0.0
3601-008,Below the Line,0,0.0,Detalle,,0.0
3601-009,Below the Line,8000,0.0,Detalle,2nd Unit,8000.0
3601-010,Below the Line,16000,0.0,Detalle,2nd Unit,16000.0
3601-011,Below the Line,8000,0.0,Detalle,2nd Unit,8000.0
3629-002,Below the Line,0,0.0,Detalle,,0.0
3629-003,Below the Line,145000,29057.03,Detalle,SHOOT,115942.97
3629-004,Below the Line,90000,11484.59,Detalle,2nd Unit,78515.41
3629-006,Below the Line,,69700.48,Detalle,2nd Unit,
3632-002,Below the Line,0,0.0,Detalle,,0.0
3632-003,Below the Line,625000,785657.2,Detalle,SHOOT,-160657.19999999995
3632-004,Below the Line,315000,2344.97,Detalle,SHOOT,312655.03
3632-007,Below the Line,0,0.0,Detalle,,0.0
3632-008,Below the Line,90000,89783.47,Detalle,2nd Unit,216.52999999999884
3632-009,Below the Line,90000,378697.01900000003,Detalle,2nd Unit,-288697.01900000003
3632-012,Below the Line,0,0.0,Detalle,,0.0
3632-013,Below the Line,245000,67602.57,Detalle,SHOOT,177397.43
3632-014,Below the Line,180000,0.0,Detalle,2nd Unit,180000.0
3632-017,Below the Line,0,0.0,Detalle,,0.0
3632-018,Below the Line,1403.12,1403.12,Detalle,PREP,0.0
3632-019,Below the Line,5000,1836.01,Detalle,PREP,3163.99
3632-021,Below the Line,,0.0,Detalle,SHOOT,
3633-002,Below the Line,0,0.0,Detalle,,0.0
3633-003,Below the Line,140000,0.0,Detalle,SHOOT,140000.0
3633-006,Below the Line,0,0.0,Detalle,,0.0
3633-007,Below the Line,30000,0.0,Detalle,2nd Unit,30000.0
3683-002,Below the Line,0,0.0,Detalle,,0.0
3683-004,Below the Line,0,0.0,Detalle,,0.0
3683-005,Below the Line,60000,34878.26,Detalle,PREP,25121.739999999998
3683-006,Below the Line,210000,294840.93,Detalle,SHOOT,-84840.93
3683-007,Below the Line,30000,0.0,Detalle,WRAP,30000.0
3683-010,Below the Line,0,0.0,Detalle,,0.0
3683-011,Below the Line,60000,40637.380000000005,Detalle,PREP,19362.619999999995
3683-012,Below the Line,210000,294642.83,Detalle,SHOOT,-84642.83000000002
3683-013,Below the Line,30000,0.0,Detalle,WRAP,30000.0
3683-016,Below the Line,0,0.0,Detalle,,0.0
3683-017,Below the Line,45000,26158.7,Detalle,PREP,18841.3
3683-018,Below the Line,315000,440579.56,Detalle,SHOOT,-125579.56
3683-019,Below the Line,45000,0.0,Detalle,WRAP,45000.0
3683-022,Below the Line,0,0.0,Detalle,,0.0
3683-023,Below the Line,11000,6394.35,Detalle,PREP,4605.65
3683-024,Below the Line,154000,215394.46000000002,Detalle,SHOOT,-61394.46000000002
3683-025,Below the Line,11000,0.0,Detalle,WRAP,11000.0
3683-028,Below the Line,0,0.0,Detalle,,0.0
3683-029,Below the Line,10800,6278.09,Detalle,PREP,4521.91
3683-030,Below the Line,151200,210149.05000000002,Detalle,SHOOT,-58949.05000000002
3683-031,Below the Line,10800,0.0,Detalle,WRAP,10800.0
3683-034,Below the Line,0,0.0,Detalle,,0.0
3683-035,Below the Line,5400,0.0,Detalle,PREP,5400.0
3683-036,Below the Line,75600,81319.01000000001,Detalle,SHOOT,-5719.010000000009
3683-037,Below the Line,5400,0.0,Detalle,WRAP,5400.0
3683-040,Below the Line,0,0.0,Detalle,,0.0
3683-041,Below the Line,10800,6278.09,Detalle,PREP,4521.91
3683-042,Below the Line,151200,210149.04,Detalle,SHOOT,-58949.04000000001
3683-043,Below the Line,10800,0.0,Detalle,WRAP,10800.0
3683-046,Below the Line,0,0.0,Detalle,,0.0
3683-047,Below the Line,22000,12788.7,Detalle,PREP,9211.3
3683-048,Below the Line,154000,215394.45,Detalle,SHOOT,-61394.45000000001
3683-049,Below the Line,22000,0.0,Detalle,WRAP,22000.0
3683-052,Below the Line,0,0.0,Detalle,,0.0
3683-053,Below the Line,44000,32905.75,Detalle,PREP,11094.25
3683-054,Below the Line,154000,214040.7,Detalle,SHOOT,-60040.70000000001
3683-055,Below the Line,44000,8345.99,Detalle,WRAP,35654.01
3683-058,Below the Line,0,0.0,Detalle,,0.0
3683-059,Below the Line,75000,43597.83,Detalle,PREP,31402.17
3683-060,Below the Line,105000,146859.84,Detalle,SHOOT,-41859.84
3683-061,Below the Line,30000,0.0,Detalle,WRAP,30000.0
3683-064,Below the Line,0,0.0,Detalle,,0.0
3683-065,Below the Line,60000,34878.26,Detalle,PREP,25121.739999999998
3683-066,Below the Line,105000,146859.84,Detalle,SHOOT,-41859.84
3683-067,Below the Line,15000,0.0,Detalle,WRAP,15000.0
3683-070,Below the Line,0,0.0,Detalle,,0.0
3683-071,Below the Line,15000,8719.57,Detalle,PREP,6280.43
3683-072,Below the Line,105000,146859.84,Detalle,SHOOT,-41859.84
3683-073,Below the Line,15000,0.0,Detalle,WRAP,15000.0
3683-076,Below the Line,0,0.0,Detalle,,0.0
3683-077,Below the Line,60000,34878.26,Detalle,PREP,25121.739999999998
3683-078,Below the Line,105000,146859.84,Detalle,SHOOT,-41859.84
3683-079,Below the Line,15000,0.0,Detalle,WRAP,15000.0
3683-082,Below the Line,0,0.0,Detalle,,0.0
3683-083,Below the Line,22000,12788.7,Detalle,PREP,9211.3
3683-084,Below the Line,154000,215394.45,Detalle,SHOOT,-61394.45000000001
3683-085,Below the Line,22000,0.0,Detalle,WRAP,22000.0
3683-088,Below the Line,0,0.0,Detalle,,0.0
3683-089,Below the Line,60000,34878.26,Detalle,PREP,25121.739999999998
3683-090,Below the Line,105000,146859.84,Detalle,SHOOT,-41859.84
3683-091,Below the Line,15000,0.0,Detalle,WRAP,15000.0
3683-094,Below the Line,0,0.0,Detalle,,0.0
3683-095,Below the Line,22000,12788.7,Detalle,PREP,9211.3
3683-096,Below the Line,154000,215394.45,Detalle,SHOOT,-61394.45000000001
3683-097,Below the Line,22000,0.0,Detalle,WRAP,22000.0
3683-100,Below the Line,0,0.0,Detalle,,0.0
3683-101,Below the Line,157500,217520.75,Detalle,SHOOT,-60020.75
3683-104,Below the Line,0,0.0,Detalle,,0.0
3683-105,Below the Line,196000,270692.46,Detalle,SHOOT,-74692.46000000002
3683-108,Below the Line,0,0.0,Detalle,,0.0
3683-109,Below the Line,392000,543107.92,Detalle,SHOOT,-151107.92000000004
3683-112,Below the Line,0,0.0,Detalle,,0.0
3683-113,Below the Line,196000,33532.85,Detalle,SHOOT,162467.15
3683-116,Below the Line,0,0.0,Detalle,,0.0
3683-117,Below the Line,8000,0.0,Detalle,PREP,8000.0
3683-118,Below the Line,196000,0.0,Detalle,SHOOT,196000.0
3683-119,Below the Line,4000,0.0,Detalle,WRAP,4000.0
3683-122,Below the Line,0,0.0,Detalle,,0.0
3683-123,Below the Line,63750,0.0,Detalle,SHOOT,63750.0
3683-126,Below the Line,0,0.0,Detalle,,0.0
3683-127,Below the Line,35000,35000.0,Detalle,PREP,0.0
3683-128,Below the Line,35000,35000.0,Detalle,SHOOT,0.0
3683-129,Below the Line,20000,30000.0,Detalle,WRAP,-10000.0
3683-132,Below the Line,0,0.0,Detalle,,0.0
3683-134,Below the Line,0,0.0,Detalle,,0.0
3683-136,Below the Line,0,0.0,Detalle,,0.0
3683-137,Below the Line,45000,0.0,Detalle,2nd Unit,45000.0
3683-138,Below the Line,90000,107807.45,Detalle,2nd Unit,-17807.449999999997
3683-141,Below the Line,0,0.0,Detalle,,0.0
3683-142,Below the Line,10800,0.0,Detalle,2nd Unit,10800.0
3683-143,Below the Line,21600,8345.36,Detalle,2nd Unit,13254.64
3683-144,Below the Line,10800,0.0,Detalle,2nd Unit,10800.0
3683-147,Below the Line,0,0.0,Detalle,,0.0
3683-148,Below the Line,15000,0.0,Detalle,2nd Unit,15000.0
3683-149,Below the Line,30000,0.0,Detalle,2nd Unit,30000.0
3683-150,Below the Line,15000,0.0,Detalle,2nd Unit,15000.0
3683-153,Below the Line,0,0.0,Detalle,,0.0
3683-154,Below the Line,112000,74837.01000000001,Detalle,2nd Unit,37162.98999999999
3683-157,Below the Line,0,0.0,Detalle,,0.0
3683-158,Below the Line,45000,509326.0,Detalle,2nd Unit,-464326.0
3683-161,Below the Line,0,0.0,Detalle,,0.0
3683-162,Below the Line,56000,0.0,Detalle,2nd Unit,56000.0
3683-165,Below the Line,0,0.0,Detalle,,0.0
3683-166,Below the Line,30000,0.0,Detalle,2nd Unit,30000.0
3683-169,Below the Line,0,0.0,Detalle,,0.0
3683-170,Below the Line,15000,0.0,Detalle,2nd Unit,15000.0
3683-171,Below the Line,30000,99252.12,Detalle,2nd Unit,-69252.12
3683-172,Below the Line,7500,0.0,Detalle,2nd Unit,7500.0
3683-175,Below the Line,0,0.0,Detalle,,0.0
3683-176,Below the Line,11000,0.0,Detalle,2nd Unit,11000.0
3683-179,Below the Line,0,0.0,Detalle,,0.0
3683-180,Below the Line,22000,0.0,Detalle,2nd Unit,22000.0
3683-181,Below the Line,44000,0.0,Detalle,2nd Unit,44000.0
3683-182,Below the Line,11000,0.0,Detalle,2nd Unit,11000.0
3683-185,Below the Line,0,0.0,Detalle,,0.0
3683-186,Below the Line,11000,0.0,Detalle,2nd Unit,11000.0
3683-187,Below the Line,44000,0.0,Detalle,2nd Unit,44000.0
3683-188,Below the Line,11000,0.0,Detalle,2nd Unit,11000.0
3683-191,Below the Line,0,0.0,Detalle,,0.0
3683-192,Below the Line,12000,0.0,Detalle,2nd Unit,12000.0
3683-193,Below the Line,48000,0.0,Detalle,2nd Unit,48000.0
3683-194,Below the Line,8000,0.0,Detalle,2nd Unit,8000.0
3683-197,Below the Line,0,0.0,Detalle,,0.0
3683-198,Below the Line,11250,0.0,Detalle,2nd Unit,11250.0
3683-199,Below the Line,45000,0.0,Detalle,2nd Unit,45000.0
3683-200,Below the Line,7500,0.0,Detalle,2nd Unit,7500.0
3683-202,Below the Line,,285530.46,Detalle,2nd Unit,
3683-204,Below the Line,,72998.0,Detalle,ALL SHOW,
3698-002,Below the Line,0,0.0,Detalle,,0.0
3698-003,Below the Line,50000,174781.0,Detalle,SHOOT,-124781.0
3716-002,Below the Line,0,0.0,Detalle,,0.0
3716-003,Below the Line,90000,16400.0,Detalle,ALL SHOW,73600.0
3793-002,Below the Line,0,0.0,Detalle,,0.0
3793-003,Below the Line,720000,880000.0,Detalle,ALL SHOW,-160000.0
3807-002,Below the Line,0,0.0,Detalle,,0.0
3807-003,Below the Line,50400,50400.0,Detalle,POST,0.0
3807-006,Below the Line,0,0.0,Detalle,,0.0
3807-007,Below the Line,84000,84000.0,Detalle,POST,0.0
3807-010,Below the Line,0,0.0,Detalle,,0.0
3807-011,Below the Line,152000,152000.0,Detalle,POST,0.0
3807-012,Below the Line,152000,152000.0,Detalle,POST,0.0
3813-002,Below the Line,0,0.0,Detalle,,0.0
3813-003,Below the Line,197118.96,218577.97999999998,Detalle,POST,-21459.01999999999
3894-002,Below the Line,0,0.0,Detalle,,0.0
3894-003,Below the Line,96000,0.0,Detalle,ALL SHOW,96000.0
3894-006,Below the Line,0,0.0,Detalle,,0.0
3894-007,Below the Line,15500,0.0,Detalle,ALL SHOW,15500.0
3901-002,Below the Line,0,0.0,Detalle,,0.0
3901-003,Below the Line,2250,0.0,Detalle,ALL SHOW,2250.0
3901-004,Below the Line,2250,11532.630000000001,Detalle,ALL SHOW,-9282.630000000001
3901-007,Below the Line,0,0.0,Detalle,,0.0
3901-008,Below the Line,2451,0.0,Detalle,ALL SHOW,2451.0
3901-009,Below the Line,2250,4551.0,Detalle,ALL SHOW,-2301.0
3901-012,Below the Line,0,0.0,Detalle,,0.0
3901-013,Below the Line,2250,4809.49,Detalle,ALL SHOW,-2559.49
3901-014,Below the Line,2250,0.0,Detalle,ALL SHOW,2250.0
3901-017,Below the Line,0,0.0,Detalle,,0.0
3901-018,Below the Line,2250,3458.69,Detalle,ALL SHOW,-1208.69
3901-019,Below the Line,2250,3827.73,Detalle,ALL SHOW,-1577.73
3901-022,Below the Line,0,0.0,Detalle,,0.0
3901-023,Below the Line,2250,2128.05,Detalle,ALL SHOW,121.94999999999982
3901-024,Below the Line,2250,1988.94,Detalle,ALL SHOW,261.05999999999995
3901-027,Below the Line,0,0.0,Detalle,,0.0
3901-028,Below the Line,2250,0.0,Detalle,ALL SHOW,2250.0
3901-029,Below the Line,2250,4342.39,Detalle,ALL SHOW,-2092.3900000000003
3901-032,Below the Line,0,0.0,Detalle,,0.0
3901-033,Below the Line,9000,18099.63,Detalle,ALL SHOW,-9099.630000000001
3901-034,Below the Line,9000,0.0,Detalle,ALL SHOW,9000.0
3901-037,Below the Line,0,0.0,Detalle,,0.0
3901-038,Below the Line,40500,45379.48,Detalle,ALL SHOW,-4879.480000000003
3901-039,Below the Line,40500,46917.310000000005,Detalle,ALL SHOW,-6417.310000000005
3901-042,Below the Line,0,0.0,Detalle,,0.0
3901-043,Below the Line,2250,2181.81,Detalle,ALL SHOW,68.19000000000005
3901-044,Below the Line,2250,0.0,Detalle,ALL SHOW,2250.0
3901-047,Below the Line,0,0.0,Detalle,,0.0
3901-048,Below the Line,40000,63132.21,Detalle,ALL SHOW,-23132.21
3901-049,Below the Line,40000,102693.271,Detalle,ALL SHOW,-62693.27099999999
3901-051,Below the Line,,18265.31,Detalle,ALL SHOW,
3902-002,Below the Line,0,0.0,Detalle,,0.0
3902-003,Below the Line,201600,197000.0,Detalle,ALL SHOW,4600.0
3902-006,Below the Line,0,0.0,Detalle,,0.0
3902-007,Below the Line,374400,763766.1599999999,Detalle,PREP,-389366.1599999999
3902-008,Below the Line,1719900,1553020.48,Detalle,SHOOT,166879.52000000002
3902-009,Below the Line,230400,93687.8,Detalle,WRAP,136712.2
3902-012,Below the Line,0,0.0,Detalle,,0.0
3902-013,Below the Line,31500,0.0,Detalle,2nd Unit,31500.0
3902-014,Below the Line,226800,199952.14,Detalle,2nd Unit,26847.859999999986
3902-015,Below the Line,13500,0.0,Detalle,2nd Unit,13500.0
3902-018,Below the Line,0,0.0,Detalle,,0.0
3902-019,Below the Line,37035,0.0,Detalle,SHOOT,37035.0
3902-020,Below the Line,4320,0.0,Detalle,2nd Unit,4320.0
3902-021,Below the Line,2200,0.0,Detalle,ALL SHOW,2200.0
3902-024,Below the Line,0,0.0,Detalle,,0.0
3902-025,Below the Line,53529.56,84085.70999999999,Detalle,PREP,-30556.149999999994
3902-026,Below the Line,401471.7,182653.9,Detalle,SHOOT,218817.80000000002
3902-027,Below the Line,11470.62,35746.17,Detalle,WRAP,-24275.549999999996
3902-030,Below the Line,0,0.0,Detalle,,0.0
3902-031,Below the Line,74117.4,0.0,Detalle,PREP,74117.4
3902-032,Below the Line,555880.5,834885.1799999999,Detalle,SHOOT,-279004.67999999993
3902-033,Below the Line,15882.3,15882.3,Detalle,WRAP,0.0
3902-036,Below the Line,0,0.0,Detalle,,0.0
3902-037,Below the Line,22689,0.0,Detalle,2nd Unit,22689.0
3902-038,Below the Line,157310.4,343560.2,Detalle,2nd Unit,-186249.80000000002
3902-039,Below the Line,6806.7,5090.86,Detalle,2nd Unit,1715.8400000000001
3902-042,Below the Line,0,0.0,Detalle,,0.0
3902-043,Below the Line,28800,0.0,Detalle,SHOOT,28800.0
3902-044,Below the Line,4880,0.0,Detalle,2nd Unit,4880.0
3902-047,Below the Line,0,4093.6,Detalle,,-4093.6
3902-048,Below the Line,41720,57496.31,Detalle,SHOOT,-15776.309999999998
3902-051,Below the Line,0,0.0,Detalle,,0.0
3902-052,Below the Line,8940,9996.8,Detalle,2nd Unit,-1056.7999999999993
3902-055,Below the Line,0,0.0,Detalle,,0.0
3902-056,Below the Line,84130.2,81457.36,Detalle,ALL SHOW,2672.8399999999965
3902-057,Below the Line,18516.6,14672.22,Detalle,ALL SHOW,3844.379999999999
3902-060,Below the Line,0,0.0,Detalle,,0.0
3902-061,Below the Line,20756.36,29344.44,Detalle,ALL SHOW,-8588.079999999998
3902-064,Below the Line,0,0.0,Detalle,,0.0
3902-065,Below the Line,12000,9600.0,Detalle,ALL SHOW,2400.0
3903-002,Below the Line,0,0.0,Detalle,,0.0
3903-003,Below the Line,46446.4,150950.8,Detalle,PREP,-104504.4
3903-004,Below the Line,104504.4,0.0,Detalle,SHOOT,104504.4
3903-005,Below the Line,165880,0.0,Detalle,SHOOT,165880.0
3903-006,Below the Line,29029,0.0,Detalle,WRAP,29029.0
3903-009,Below the Line,0,0.0,Detalle,,0.0
3903-010,Below the Line,44787.6,47792.28,Detalle,2nd Unit,-3004.6800000000003
3903-011,Below the Line,19905.6,16900.92,Detalle,2nd Unit,3004.6800000000003
3903-012,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3903-015,Below the Line,0,0.0,Detalle,,0.0
3903-016,Below the Line,13933.92,13933.92,Detalle,PREP,0.0
3903-017,Below the Line,41801.76,41801.76,Detalle,SHOOT,0.0
